dimension	subsets	creation_ns	iteration_ns	cleanup_ns	total_ns	creation_percent	iteration_percent	cleanup_percent	checksum
30	1073741823	2876874790	394294944	159745878	3430915612	83.851517	11.492412	4.656071	576460751766552576
