matrix_id,candidate_id,vector,support,support_size,extended_support,extended_support_size,multiplier,is_ess,reason_ess,payoff,payoff_double
33,35,"5459643432573250526258222013560689434964848139/75799754161568066164882615641947573140715309376,20073221261113988525083380560327638573797410491/145282862143005460149358346647066181853037676304,0,20929827242050271672125859070084980469017941291/435848586429016380448075039941198545559113028912,0,445811937362262065872482640941802775739405054653/3486788691432131043584600319529588364472904231296,205911205808018898683306407219884161781717253889/3486788691432131043584600319529588364472904231296,0,0,0,439454547189001547868880638318646243993622410123/3486788691432131043584600319529588364472904231296,10316670012609150842074176726815295440959135715/3486788691432131043584600319529588364472904231296,168662988647990836497821243312826153399525337651/3486788691432131043584600319529588364472904231296,14579721989321599826710598754076025776665300527/1162262897144043681194866773176529454824301410432,45500355760521925947059371361974203608694188059/435848586429016380448075039941198545559113028912,40887318514323055372926538037072347564955276875/435848586429016380448075039941198545559113028912,0,9672363562833484701752412759027028587322923187/217924293214508190224037519970599272779556514456,0,213346719569340358182545659389122953234826125357/1743394345716065521792300159764794182236452115648,0,0,0",719979,13,719979,13,46,True,T_pd_dbl,34660528136539588351632589847242843695682365993478453/1743394345716065521792300159764794182236452115648,19881.060313
33,36,"5241940952588609655644411/46590995747589947915094266,4590531995329099317216021/46590995747589947915094266,4590531995329099317216021/46590995747589947915094266,5241940952588609655644411/46590995747589947915094266,0,0,0,1486510080272693745423685/23295497873794973957547133,0,338971135012130144935111/23295497873794973957547133,1140261702804119221198185/46590995747589947915094266,0,2759906243696549955691047/23295497873794973957547133,3151988305110398071388830/23295497873794973957547133,2759906243696549955691047/23295497873794973957547133,0,1140261702804119221198185/46590995747589947915094266,338971135012130144935111/23295497873794973957547133,0,1486510080272693745423685/23295497873794973957547133,0,0,0",751247,13,751247,13,23,True,T_pd_dbl,463138842681585076639072011981/23295497873794973957547133,19881.04505
33,37,"344283893000074589933106/5284155932207628058456361,699322680804102650135670/5284155932207628058456361,0,265423950629663467276820/5284155932207628058456361,0,699322680804102650135670/5284155932207628058456361,344283893000074589933106/5284155932207628058456361,0,0,0,1315664063229103707126001/10568311864415256116912722,0,246541959816794924533783/5284155932207628058456361,36710991937663443593673/5284155932207628058456361,524674433615794833830538/5284155932207628058456361,524674433615794833830538/5284155932207628058456361,36710991937663443593673/5284155932207628058456361,246541959816794924533783/5284155932207628058456361,0,1315664063229103707126001/10568311864415256116912722,0,0,0",783467,13,783467,13,23,True,T_pd_dbl,105054621538865868701301645924/5284155932207628058456361,19881.060076
33,38,"752337076547270487596074/7946010510919274453063667,481295154935412151055830/7946010510919274453063667,173640924185626080904990/2648670170306424817687889,0,0,1299002006409972913641803/15892021021838548906127334,325221904975179046911355/7946010510919274453063667,545259456478261599255580/7946010510919274453063667,325221904975179046911355/7946010510919274453063667,1299002006409972913641803/15892021021838548906127334,0,0,173640924185626080904990/2648670170306424817687889,481295154935412151055830/7946010510919274453063667,752337076547270487596074/7946010510919274453063667,0,0,0,323699205000260013934971/2648670170306424817687889,323699205000260013934971/2648670170306424817687889,0,0,0",816103,13,816103,13,23,True,T_pd_dbl,157974824250618929006220272434/7946010510919274453063667,19881.023821
33,39,"1211617706072342740197/10044262418586852449927,25544098092170164846935/190840985953150196548613,23266935530095897687013/190840985953150196548613,10817929728236803635694/190840985953150196548613,1292123217684317931885/381681971906300393097226,0,0,11363034549132545340820/190840985953150196548613,0,0,1292123217684317931885/381681971906300393097226,10817929728236803635694/190840985953150196548613,23266935530095897687013/190840985953150196548613,25544098092170164846935/190840985953150196548613,1211617706072342740197/10044262418586852449927,0,0,0,6443214327289288404569/190840985953150196548613,6443214327289288404569/190840985953150196548613,0,0,0",818335,13,818335,13,23,True,T_pd_dbl,3794119763399076431056591758/190840985953150196548613,19881.053037
33,40,"243772652255195777311009901088016997995786036448/2736932854929951596125712366537746458280630429945,25521194925400651335100946663656058345454041216/248812077720904690556882942412522405298239129995,36999065597362947588327012993700738496199469346/2736932854929951596125712366537746458280630429945,15120229250281884259995974358968360390177563702/2736932854929951596125712366537746458280630429945,0,402547194004083342062404362495543387973232539599/2736932854929951596125712366537746458280630429945,153515421304670291510958681871804899048513300342/2736932854929951596125712366537746458280630429945,0,0,173313082945351799085511081831189085313156041376/2736932854929951596125712366537746458280630429945,282079607141567580067168592857271711925009090188/2736932854929951596125712366537746458280630429945,0,85517283883265709842254535925462677844445357456/2736932854929951596125712366537746458280630429945,0,60962114931022285776986122795111246458810022236/547386570985990319225142473307549291656126085989,43502081108160111050862818597441935361780056072/547386570985990319225142473307549291656126085989,0,0,143345786205360938454496901173171406435917522614/2736932854929951596125712366537746458280630429945,397668407967492177118230201679634641955248663958/2736932854929951596125712366537746458280630429945,0,0,0",841327,13,841327,13,46,True,T_pd_dbl,54413117290265283584112342334601319933201351466572184/2736932854929951596125712366537746458280630429945,19881.056706
33,41,"5677455285109344236457535260191282652331317676/60605389141341626181692256042380243392937335431,5844839491057028898089751501648672358134738848/60605389141341626181692256042380243392937335431,2758239881900126753329091466233450187475053152/303026945706708130908461280211901216964686677155,0,2913758114606134005139814624234633590012354286/303026945706708130908461280211901216964686677155,45464464754743917986801736023044293277818877493/303026945706708130908461280211901216964686677155,5271217122495480365188804960113081228503796522/101008981902236043636153760070633738988228892385,0,0,21437966455613468379931033724397912188320438388/303026945706708130908461280211901216964686677155,30700098236886711202024013564746200574964726554/303026945706708130908461280211901216964686677155,0,1409747219420118221711767017009185828587509596/60605389141341626181692256042380243392937335431,0,34955663149424081196730481875239953497845442156/303026945706708130908461280211901216964686677155,22755418246622591252455898332750133957927752222/303026945706708130908461280211901216964686677155,0,0,6147490933391381489148045843511215645568594546/101008981902236043636153760070633738988228892385,2875000181421203852516225953075736324855801940/20201796380447208727230752014126747797645778477,0,0,0",841335,13,841335,13,46,True,T_pd_dbl,6024496103513908710874253523660888226786171909815248/303026945706708130908461280211901216964686677155,19881.057407
33,42,"22638305743932488082511774296426888637953975485/239345464600250932759436059764469853419265289903,7809852255108979136485186977123859563175987081/79781821533416977586478686588156617806421763301,2565116385687264235561666322384107299974549902/239345464600250932759436059764469853419265289903,0,0,3924407099279797164025959751293343309102401074/26593940511138992528826228862718872602140587767,13460023668282769173599712945247704064199352790/239345464600250932759436059764469853419265289903,1156242443722443719810905313470692832839426730/239345464600250932759436059764469853419265289903,0,5477041665752202207066990826032197415946554439/79781821533416977586478686588156617806421763301,24223921189702754704960000927147827302913554482/239345464600250932759436059764469853419265289903,0,7229040853438332368797431307691718141212568274/239345464600250932759436059764469853419265289903,0,26391787837411702724681534692748026270705334758/239345464600250932759436059764469853419265289903,5667771142813353952554000946044688724845908236/79781821533416977586478686588156617806421763301,0,0,1583204001537962085388625949952657796151830132/26593940511138992528826228862718872602140587767,35248531379689738616463226400536641810273097360/239345464600250932759436059764469853419265289903,0,0,0",841447,13,841447,13,46,True,T_pd_dbl,4758440835624085716614367845993703364515845370602900/239345464600250932759436059764469853419265289903,19881.057047
33,43,"51079469013280869850154967226858355697154924123/372554160468479751661577661585697497164006684691,22977511801550297005329806776847424997333093570/372554160468479751661577661585697497164006684691,3057835302354736384117563948934163264295011384/372554160468479751661577661585697497164006684691,0,9073395237875427247441461850491346544890821146/124184720156159917220525887195232499054668894897,43791474253614317187394498146393922161697123163/372554160468479751661577661585697497164006684691,0,2079269450439421615463115817323945679821516498/124184720156159917220525887195232499054668894897,0,39064820402033401988129230240149223668383618153/372554160468479751661577661585697497164006684691,25489703382401133010218123056614569640140716380/372554160468479751661577661585697497164006684691,0,0,18605772848429066980443308940247694469782417522/372554160468479751661577661585697497164006684691,56638982421748679623580003009647102555232788346/372554160468479751661577661585697497164006684691,7157565787452503208586983300162378565557488570/372554160468479751661577661585697497164006684691,0,0,11867039057466905869385614686908905195633383142/124184720156159917220525887195232499054668894897,11877304672756494075584199958556689961130780374/124184720156159917220525887195232499054668894897,0,0,0",845495,13,845495,13,46,True,T_pd_dbl,7406770609807629144123698583069288033501870283681880/372554160468479751661577661585697497164006684691,19881.057295
33,44,"527062968036001808740428535316735516666467579056/7348231435819815160231247262213980661833654083513,576515947036186195286443049917386122139033182804/7348231435819815160231247262213980661833654083513,516085587127434309309076476149423597133298215968/7348231435819815160231247262213980661833654083513,0,789510782752270163546268805173470335384072928576/7348231435819815160231247262213980661833654083513,752946788825786713880464254331677989137280398644/7348231435819815160231247262213980661833654083513,0,0,224365767976151139797587295127902956730285023270/7348231435819815160231247262213980661833654083513,498590018919274594096657451712413557245952936099/7348231435819815160231247262213980661833654083513,0,244177987763171741851946818457499228229107826960/7348231435819815160231247262213980661833654083513,0,453430074435717950067326344182919345265769535048/7348231435819815160231247262213980661833654083513,1102545748800363328637282514934423931862305126836/7348231435819815160231247262213980661833654083513,535944132431674569857534634558352492906823128744/7348231435819815160231247262213980661833654083513,0,0,856123188630603140293888898427217759345987712654/7348231435819815160231247262213980661833654083513,270932443085179504866342183924557829787270488854/7348231435819815160231247262213980661833654083513,0,0,0",846647,13,846647,13,46,True,T_pd_dbl,146090438441992162300115291793232078457147668557269128/7348231435819815160231247262213980661833654083513,19881.033922
33,45,"73413367502220151872451/603950945180280833562346,50404917942366760717111/3321730198491544584592903,145448275972960847982960/3321730198491544584592903,0,323400225744341251235030/3321730198491544584592903,323400225744341251235030/3321730198491544584592903,0,145448275972960847982960/3321730198491544584592903,50404917942366760717111/3321730198491544584592903,73413367502220151872451/603950945180280833562346,0,0,0,229616331214291009443885/3321730198491544584592903,462453218346873795044107/3321730198491544584592903,0,91537217525455585149756/3321730198491544584592903,0,462453218346873795044107/3321730198491544584592903,229616331214291009443885/3321730198491544584592903,0,0,0",877495,13,877495,13,23,True,T_pd_dbl,66039516559128942295763054144/3321730198491544584592903,19881.059753
33,46,"30840542061445510793738325463781155748959417585/222181190197603366556742276813663871360978116058,6701032738193617878695186174084652029951490673/222181190197603366556742276813663871360978116058,2638068005320584078564070347298345003911439055/111090595098801683278371138406831935680489058029,0,38346424693366396886707070984553176930818240123/444362380395206733113484553627327742721956232116,47187593766691428098009583087960377756790945007/444362380395206733113484553627327742721956232116,0,3940951659720445082904856455948251403191739704/111090595098801683278371138406831935680489058029,0,52595167815655259399795709785533338274233316773/444362380395206733113484553627327742721956232116,15592342144501108666262435729455156083843141137/444362380395206733113484553627327742721956232116,0,0,13523679835018792156947103536936330922214240919/222181190197603366556742276813663871360978116058,16030033287837388185603908777658786985802050322/111090595098801683278371138406831935680489058029,0,2395695723476957261288991292079495445276960418/111090595098801683278371138406831935680489058029,0,26166721134478370290355201383470272639648231135/222181190197603366556742276813663871360978116058,9039476432824614847447703357835338910498767614/111090595098801683278371138406831935680489058029,0,0,0",878263,13,878263,13,46,True,T_pd_dbl,4417197218593774143954378480710175454563964640698109/222181190197603366556742276813663871360978116058,19881.058404
33,47,"490118978502320349174381424417634439174988261516/3804906551269471084728597220144961256117106166043,54221099364272097297255028697961055940710024370/3804906551269471084728597220144961256117106166043,185981664880276138584406919714584410084042730318/3804906551269471084728597220144961256117106166043,0,400458966909968062165679583532040484943539780149/3804906551269471084728597220144961256117106166043,361392203347362621261121010193507064642337125979/3804906551269471084728597220144961256117106166043,0,23246870289913213479216886735423867952625265114/543558078752781583532656745734994465159586595149,0,442077934433015621545260717144057543184028202383/3804906551269471084728597220144961256117106166043,0,16277822901458443485683986916332528372506355652/1268302183756490361576199073381653752039035388681,0,269254336031142540911303243107487013911362311604/3804906551269471084728597220144961256117106166043,176443314893374823864118926966957830403420878384/1268302183756490361576199073381653752039035388681,0,153002601033261871135034442820232091319164893198/3804906551269471084728597220144961256117106166043,0,72378543140409256801114383540184515457366860608/543558078752781583532656745734994465159586595149,200857459371094688642427216938327392719206254364/3804906551269471084728597220144961256117106166043,0,0,0",879287,13,879287,13,46,True,T_pd_dbl,75645575353105437710426720055281140193516287648374452/3804906551269471084728597220144961256117106166043,19881.059977
33,48,"311779661994738898499565058098053941838512169646/9318400071449264641518880058884204462437257506777,338220742634031011079945407285875590763127677265/9318400071449264641518880058884204462437257506777,751916301386129950112161479220147072555714005118/9318400071449264641518880058884204462437257506777,0,753069505449323539244785716497279696881949347440/9318400071449264641518880058884204462437257506777,1375913568106736261916223961648676470800396633720/9318400071449264641518880058884204462437257506777,631462777164955361267627240446072885924273036776/9318400071449264641518880058884204462437257506777,0,0,641432000210770338978217083398301919555362028240/9318400071449264641518880058884204462437257506777,0,290990910894000452766755127539388716392033967230/9318400071449264641518880058884204462437257506777,0,0,888701418890401534355901444413328712352549629998/9318400071449264641518880058884204462437257506777,1091214576134871984457208581609739698002792051880/9318400071449264641518880058884204462437257506777,671819258200689693960319204732360260748021897788/9318400071449264641518880058884204462437257506777,0,1001925648591386130065145802171345768327126596688/9318400071449264641518880058884204462437257506777,569953701791229484815023951823633728295398464988/9318400071449264641518880058884204462437257506777,0,0,0",903799,13,903799,13,46,True,T_pd_dbl,185259407302223108178786592973107548405368894278065488/9318400071449264641518880058884204462437257506777,19881.031709
33,49,"5290734765806056301785453926582321397555967692/63122036606397503120513887051350455507104854821,1726178873386994060307758189941397991678906771/63122036606397503120513887051350455507104854821,104161548049054042790423691041197105478410707/63122036606397503120513887051350455507104854821,7838826976492624635550121060969443354525116679/63122036606397503120513887051350455507104854821,7781288744956058572707925538779534969003283146/63122036606397503120513887051350455507104854821,0,1938590900075410297282684211052856565844476742/63122036606397503120513887051350455507104854821,5447573325219795354445725746371295982669179685/63122036606397503120513887051350455507104854821,0,0,212417792795696364500286432529337662695503445/3713060976846911948265522767726497382770873813,0,0,7261279755478834140371507240479967576681751142/63122036606397503120513887051350455507104854821,318769449555591042627341804439808139811514478/3713060976846911948265522767726497382770873813,0,5665581159436515682618283367929503159608202818/63122036606397503120513887051350455507104854821,7297061757130248516055719430490339632319570314/63122036606397503120513887051350455507104854821,0,0,3740575680394025595428604619237119129120684434/63122036606397503120513887051350455507104854821,0,0",1271007,13,1271007,13,46,True,T_pd_dbl,96533161469908497466170141449071340170157959696040/4855541277415192547731837465488496577469604217,19881.029931
33,50,"2992137585125014284435185573338021883042057828878/28731872989894355569453324078376823399620056839017,1446496108533058627675054962153105018504001650196/28731872989894355569453324078376823399620056839017,0,3396479722310280882180819105083854495507569894648/28731872989894355569453324078376823399620056839017,3713547612201489172765320836036629119340283732314/28731872989894355569453324078376823399620056839017,135257961444819869820473406425475771231514327326/28731872989894355569453324078376823399620056839017,0,171237985031166183032784930937871021095050928717/2611988453626759597223029461670620309056368803547,0,267156298137703682349507903044599906615412881662/28731872989894355569453324078376823399620056839017,1954791023730089094275781341603264646464698446862/28731872989894355569453324078376823399620056839017,0,0,3611940444261962598263215276725375729830529942628/28731872989894355569453324078376823399620056839017,3442826755339913798557683593737451443107446542264/28731872989894355569453324078376823399620056839017,0,154340840604980456549617304001237146022967542804/2611988453626759597223029461670620309056368803547,2817518143609222382537059958157209090911997382336/28731872989894355569453324078376823399620056839017,0,0,1372354253203188141186797537741646456766341023172/28731872989894355569453324078376823399620056839017,0,0",1271483,13,1271483,13,46,True,T_pd_dbl,571219376976228280129359952076274923319382794619391936/28731872989894355569453324078376823399620056839017,19881.035155
33,51,"1987196366298410443426470/19833606908719962680753017,1071821455016749457509001/19833606908719962680753017,0,2356321815477210705683157/19833606908719962680753017,2546547846193920024737771/19833606908719962680753017,0,0,2662371841509813417729465/39667213817439925361506034,239343539358179206028013/39667213817439925361506034,239343539358179206028013/39667213817439925361506034,2662371841509813417729465/39667213817439925361506034,0,0,2546547846193920024737771/19833606908719962680753017,2356321815477210705683157/19833606908719962680753017,0,1071821455016749457509001/19833606908719962680753017,1987196366298410443426470/19833606908719962680753017,0,0,1008116561879388794282741/19833606908719962680753017,0,0",1271707,13,1271707,13,23,True,T_pd_dbl,394312636843772461199408726989/19833606908719962680753017,19881.035187
33,52,"714914153496404718589510/6864336134250786821268541,55883188447637383480132/980619447750112403038363,0,821945469959281872004639/6864336134250786821268541,1707960069807085318243471/13728672268501573642537082,140760764063840454676851/13728672268501573642537082,0,257788342889917210918029/3922477791000449612153452,0,0,257788342889917210918029/3922477791000449612153452,0,140760764063840454676851/13728672268501573642537082,1707960069807085318243471/13728672268501573642537082,821945469959281872004639/6864336134250786821268541,0,55883188447637383480132/980619447750112403038363,714914153496404718589510/6864336134250786821268541,0,0,514544430173708520449943/13728672268501573642537082,0,0",1275067,13,1275067,13,23,True,T_pd_dbl,136470105866547238764011299213/6864336134250786821268541,19881.034844
33,53,"351814287258634381872518016581130909309199631456/68148222399547120160058858235894423074677181213865,8914969521707831915388902002076848041590273980712/68148222399547120160058858235894423074677181213865,7942237332299381866481906056333865451792530584352/68148222399547120160058858235894423074677181213865,0,5946590887482552226489901026807362566937353113246/68148222399547120160058858235894423074677181213865,2915919140368130290872608529972842488436815371873/68148222399547120160058858235894423074677181213865,3160814489646670188556490188004509834603708605022/68148222399547120160058858235894423074677181213865,0,3083657678062263353289537476490195645138665461496/68148222399547120160058858235894423074677181213865,0,0,6477135348457750348354600951490636941926296510728/68148222399547120160058858235894423074677181213865,0,893841516526553903457717276224578311200148825116/13629644479909424032011771647178884614935436242773,189300658732726484713100083301502000244935389464/1841843848636408652974563736105254677693977870645,8736957373728208773493262308691858101889514317278/68148222399547120160058858235894423074677181213865,0,0,966543587672614377909926797897686853518287690262/13629644479909424032011771647178884614935436242773,0,4312076446428975474036208226678273260398031650644/68148222399547120160058858235894423074677181213865,0,0",1370487,13,1370487,13,46,True,T_pd_dbl,1354857326188477759144323621668467700036240463619497872/68148222399547120160058858235894423074677181213865,19881.036929
33,54,"5492584970933545965622926/48791002746895237139223823,1764456970648806479717133/48791002746895237139223823,4166203018930626923130529/48791002746895237139223823,1764456970648806479717133/48791002746895237139223823,5492584970933545965622926/48791002746895237139223823,0,0,2911231124112343158128844/48791002746895237139223823,0,3736026486963573147114340/48791002746895237139223823,0,2385577914713374026247058/48791002746895237139223823,0,6022522396610662331216346/48791002746895237139223823,6022522396610662331216346/48791002746895237139223823,0,2385577914713374026247058/48791002746895237139223823,0,3736026486963573147114340/48791002746895237139223823,0,2911231124112343158128844/48791002746895237139223823,0,0",1403551,13,1403551,13,23,True,T_pd_dbl,970015674892794530200025673144/48791002746895237139223823,19881.035853
33,55,"1533245463369334350986189152747630029046061318373/12497419208130893029753280293691331733904973785254,7288871600451460505373614587697669611102437756/132951268171605244997375322273312039722393338141,964405066065730028916875205052322205419613011071/12497419208130893029753280293691331733904973785254,0,703260869698708643212723543859634725242888788186/6248709604065446514876640146845665866952486892627,334264755386207097690333044093532165621698302581/12497419208130893029753280293691331733904973785254,0,648394799752869750284744941897913931052715676555/12497419208130893029753280293691331733904973785254,0,917158005988000773256722333633823699930490087719/12497419208130893029753280293691331733904973785254,0,840656666449103452831650368103015124094710626383/12497419208130893029753280293691331733904973785254,0,28527589496133207936768284767411178439418982997/265902536343210489994750644546624079444786676282,809073531898656037487122419772352668176129355497/6248709604065446514876640146845665866952486892627,0,373793638176029494636031151333590002586586636155/12497419208130893029753280293691331733904973785254,0,1279588039262241343884463537846662622746015695779/12497419208130893029753280293691331733904973785254,0,555293333725949315333349476406960836472724793349/12497419208130893029753280293691331733904973785254,0,0",1403575,13,1403575,13,46,True,T_pd_dbl,248461701245593502347397842778573916257182068698256183/12497419208130893029753280293691331733904973785254,19881.040806
33,56,"6274334854326894396845496531056250812417371262417/57233862298601360278205543927062594050861518826907,4238554538479310142078392324925963622935878576484/57233862298601360278205543927062594050861518826907,4715773521595169958354087462393230540169514362417/57233862298601360278205543927062594050861518826907,0,5981250148725266311533032297321913942324427435275/57233862298601360278205543927062594050861518826907,0,0,3283230808547647551754289708745638210146091819536/57233862298601360278205543927062594050861518826907,2476342864971375594271193000147566820970752386381/114467724597202720556411087854125188101723037653814,7113535029444696724918364139002886915815859343853/114467724597202720556411087854125188101723037653814,0,4177755040503754120371596828654714281627478243043/57233862298601360278205543927062594050861518826907,0,6929737131277682132844073857304094806302006915601/57233862298601360278205543927062594050861518826907,7175120436307517087767921070330729674287767279314/57233862298601360278205543927062594050861518826907,0,418708709868062639000924573579459467147174445367/57233862298601360278205543927062594050861518826907,0,5577197461922590016664386261793900009456987187400/57233862298601360278205543927062594050861518826907,0,3667260699839429761396564441381471815653515434936/57233862298601360278205543927062594050861518826907,0,0",1403799,13,1403799,13,46,True,T_pd_dbl,1137868634080253374380109416674620998530049503222925179/57233862298601360278205543927062594050861518826907,19881.038748
33,57,"360694559609407779831791362125163537637351039958/2783114984094791844197104699435324559891939428757,262033260998531769884976913551666301890799529992/2783114984094791844197104699435324559891939428757,186419941618210124965391985098569684822445220556/2783114984094791844197104699435324559891939428757,0,269853775692074425960954752331050216917117662064/2783114984094791844197104699435324559891939428757,0,0,137620159524032299907715542399384742404065287896/2783114984094791844197104699435324559891939428757,0,143538410863592597564578873193989114722015444598/2783114984094791844197104699435324559891939428757,101357187218888760307097655501555865424390271781/2783114984094791844197104699435324559891939428757,235274935786028147576070776592943822357156707798/2783114984094791844197104699435324559891939428757,0,327172310098222909852952403786410835159764769024/2783114984094791844197104699435324559891939428757,360223850549373224959877468565542814788609055496/2783114984094791844197104699435324559891939428757,0,13254513971618803446954702753022600009055568992/2783114984094791844197104699435324559891939428757,0,192355139743686786415452483180799905332096794916/2783114984094791844197104699435324559891939428757,0,193316938421124213523289780355225118427072075686/2783114984094791844197104699435324559891939428757,0,0",1404567,13,1404567,13,46,True,T_pd_dbl,1907972859501398564784599925290850927429528795895952/95969482210165236006796713773631881375584118233,19881.037342
33,58,"1760230132961146994215828/25367925899369089085725835,8986374837345837286512448/126839629496845445428629175,0,6071137398959933591718842/126839629496845445428629175,18162489703174893482045431/126839629496845445428629175,6071137398959933591718842/126839629496845445428629175,0,8986374837345837286512448/126839629496845445428629175,1760230132961146994215828/25367925899369089085725835,0,0,319633536146024041787932/25367925899369089085725835,0,13550226711668787111508892/126839629496845445428629175,3066302520664972560706578/25367925899369089085725835,0,0,3066302520664972560706578/25367925899369089085725835,13550226711668787111508892/126839629496845445428629175,0,319633536146024041787932/25367925899369089085725835,0,0",1468859,13,1468859,13,23,True,T_pd_dbl,2521703406021459108205775916464/126839629496845445428629175,19881.037307
33,59,"9974639765563480262713448/159203906733828883844263903,14314551503201584506596306/159203906733828883844263903,6799000621741169947166654/159203906733828883844263903,0,15784644652600280868800663/159203906733828883844263903,0,6799000621741169947166654/159203906733828883844263903,14314551503201584506596306/159203906733828883844263903,9974639765563480262713448/159203906733828883844263903,0,0,11765970443921603260035248/159203906733828883844263903,0,16564990479241181244806596/159203906733828883844263903,12290478226945282266413368/159203906733828883844263903,0,0,12290478226945282266413368/159203906733828883844263903,16564990479241181244806596/159203906733828883844263903,0,11765970443921603260035248/159203906733828883844263903,0,0",1468887,13,1468887,13,23,True,T_pd_dbl,3165135360141092139211769674112/159203906733828883844263903,19881.015643
33,60,"1803402797474563511417538534484273318252834117312/14759956592519803363024280761893348290659794000947,1851033756264436824102984455629550238092844573202/14759956592519803363024280761893348290659794000947,362041372536783296605754823892940837650739315310/14759956592519803363024280761893348290659794000947,0,1244029668870265271320378321991934087646565922327/14759956592519803363024280761893348290659794000947,0,432235961409277017872575402275224714311682150254/14759956592519803363024280761893348290659794000947,917284129213860103647275568953084865066452914418/14759956592519803363024280761893348290659794000947,0,0,1149791052837867198941073387834543383994830904596/14759956592519803363024280761893348290659794000947,1459026945379083624996380534190120417415733415944/14759956592519803363024280761893348290659794000947,0,1500035460126584865144217081725446390010351654564/14759956592519803363024280761893348290659794000947,1495174887393689237621385786710145664929847285016/14759956592519803363024280761893348290659794000947,0,0,727848673082241234991883894308925065807776885288/14759956592519803363024280761893348290659794000947,598241474139633935520360870495250968609701539204/14759956592519803363024280761893348290659794000947,0,1219810413791517240842472099401908338870433323512/14759956592519803363024280761893348290659794000947,0,0",1469655,13,1469655,13,46,True,T_pd_dbl,293443070314799851296243042402499798362661580795271040/14759956592519803363024280761893348290659794000947,19881.025291
33,61,"5004484049149753464311/741713761831453364103033,10909014690470475214477/114109809512531286785082,10909014690470475214477/114109809512531286785082,5004484049149753464311/741713761831453364103033,0,0,218885967030524315499103/1483427523662906728206066,42756742144595679962467/741713761831453364103033,0,0,106496736647895866210897/1483427523662906728206066,78351091810545855509953/741713761831453364103033,0,571518747906010941830/19018301585421881130847,0,78351091810545855509953/741713761831453364103033,106496736647895866210897/1483427523662906728206066,0,0,42756742144595679962467/741713761831453364103033,218885967030524315499103/1483427523662906728206066,0,0",1682639,13,1682639,13,23,True,T_pd_dbl,14746053735370169964895512307/741713761831453364103033,19881.057214
33,62,"8006255050694956616343/542042776736596906305127,155365424445651202320445/1084085553473193812610254,29376867621052392600130/542042776736596906305127,0,0,40793734774202731087029/542042776736596906305127,61751992243472405464557/542042776736596906305127,0,4981750402459872434960/542042776736596906305127,0,61751992243472405464557/542042776736596906305127,40793734774202731087029/542042776736596906305127,0,0,29376867621052392600130/542042776736596906305127,155365424445651202320445/1084085553473193812610254,8006255050694956616343/542042776736596906305127,0,0,50918951254820430006802/542042776736596906305127,50918951254820430006802/542042776736596906305127,0,0",1690983,13,1690983,13,23,True,T_pd_dbl,10776383748446786868960873336/542042776736596906305127,19881.057752
33,63,"436200275845133231339422/14666502183800416943748863,2207403619252765045763211/14666502183800416943748863,436200275845133231339422/14666502183800416943748863,0,0,1240341982163792430843276/14666502183800416943748863,1528051945560644625529248/14666502183800416943748863,0,169482237511894668927408/14666502183800416943748863,0,1911686864209878948429674/14666502183800416943748863,943785976982482043923798/14666502183800416943748863,0,0,943785976982482043923798/14666502183800416943748863,1911686864209878948429674/14666502183800416943748863,0,169482237511894668927408/14666502183800416943748863,0,1528051945560644625529248/14666502183800416943748863,1240341982163792430843276/14666502183800416943748863,0,0",1756519,13,1756519,13,23,True,T_pd_dbl,291585599408167860174847163952/14666502183800416943748863,19881.059284
33,64,"695857104240652824252187/22350476408471624726230953,2957872550395536787259521/22350476408471624726230953,0,342505753953618014101336/7450158802823874908743651,0,2682053094280808905849483/22350476408471624726230953,1856714817614576899639369/22350476408471624726230953,0,179500617080602092428604/7450158802823874908743651,0,2833443049203153253050193/22350476408471624726230953,0,179500617080602092428604/7450158802823874908743651,0,1856714817614576899639369/22350476408471624726230953,2682053094280808905849483/22350476408471624726230953,0,342505753953618014101336/7450158802823874908743651,0,2957872550395536787259521/22350476408471624726230953,695857104240652824252187/22350476408471624726230953,0,0",1758571,13,1758571,13,23,True,T_pd_dbl,444351165653484266412629555932/22350476408471624726230953,19881.060141
33,65,"578038007619423506681943/10457883407810895110997374,1395169721802981894007509/10457883407810895110997374,0,268839101398355965256335/5228941703905447555498687,0,1395169721802981894007509/10457883407810895110997374,578038007619423506681943/10457883407810895110997374,0,63253346128849618262907/5228941703905447555498687,0,644913544333583754557536/5228941703905447555498687,0,249035412959558516199923/5228941703905447555498687,0,536245133120351205756084/5228941703905447555498687,536245133120351205756084/5228941703905447555498687,0,249035412959558516199923/5228941703905447555498687,0,644913544333583754557536/5228941703905447555498687,0,63253346128849618262907/5228941703905447555498687,0",2807147,13,2807147,13,23,True,T_pd_dbl,103956904314679432237619571840/5228941703905447555498687,19881.060108
33,66,"345689531513432911591636/7493475000261460169435041,765250030296046313425343/7493475000261460169435041,0,580794172789446149951145/7493475000261460169435041,0,727558484265013607333908/7493475000261460169435041,0,804720118434308139684601/14986950000522920338870082,804720118434308139684601/14986950000522920338870082,0,727558484265013607333908/7493475000261460169435041,0,580794172789446149951145/7493475000261460169435041,0,765250030296046313425343/7493475000261460169435041,345689531513432911591636/7493475000261460169435041,0,564611993008397501598633/7493475000261460169435041,0,720946458082479061949110/7493475000261460169435041,0,564611993008397501598633/7493475000261460169435041,0",2807211,13,2807211,13,23,True,T_pd_dbl,148978005905908180445175092371/7493475000261460169435041,19881.030617
