matrix_id,candidate_id,vector,support,support_size,extended_support,extended_support_size,multiplier,is_ess,reason_ess,payoff,payoff_double
32,85,"32/185,0,0,24/185,0,32/185,0,1/37,7/37,1/37,14/185,0,0,24/185,0,0,0,14/185,0,0,0,0",141225,9,141225,9,44,True,T_pd_dbl,572/185,3.091892
32,86,"32/185,0,0,7/37,1/37,14/185,0,0,24/185,24/185,0,0,14/185,1/37,0,0,0,32/185,0,0,0,0",144185,9,144185,9,44,True,T_pd_dbl,572/185,3.091892
32,87,"1/37,0,0,14/185,32/185,0,0,24/185,0,32/185,14/185,0,7/37,1/37,0,0,0,24/185,0,0,0,0",145049,9,145049,9,44,True,T_pd_dbl,572/185,3.091892
32,88,"7/37,0,0,32/185,0,24/185,0,0,32/185,14/185,1/37,0,1/37,14/185,0,0,0,24/185,0,0,0,0",145193,9,145193,9,44,True,T_pd_dbl,572/185,3.091892
32,89,"32/185,14/185,1/37,0,1/37,14/185,0,0,24/185,24/185,0,0,0,0,7/37,0,0,32/185,0,0,0,0",148279,9,148279,9,44,True,T_pd_dbl,572/185,3.091892
32,90,"24/185,0,32/185,0,1/37,7/37,0,14/185,32/185,0,24/185,0,0,0,14/185,0,0,1/37,0,0,0,0",148917,9,148917,9,44,True,T_pd_dbl,572/185,3.091892
32,91,"1/37,7/37,1/37,0,32/185,0,0,24/185,0,32/185,14/185,0,0,0,14/185,0,0,24/185,0,0,0,0",149143,9,149143,9,44,True,T_pd_dbl,572/185,3.091892
32,92,"7/37,1/37,14/185,0,0,24/185,0,0,32/185,14/185,1/37,0,0,0,32/185,0,0,24/185,0,0,0,0",149287,9,149287,9,44,True,T_pd_dbl,572/185,3.091892
32,93,"14/185,32/185,0,0,24/185,0,0,14/185,1/37,7/37,1/37,0,0,0,24/185,0,0,32/185,0,0,0,0",149395,9,149395,9,44,True,T_pd_dbl,572/185,3.091892
32,94,"32/185,0,24/185,0,0,32/185,0,1/37,7/37,1/37,14/185,0,0,0,24/185,0,0,14/185,0,0,0,0",149413,9,149413,9,44,True,T_pd_dbl,572/185,3.091892
32,95,"32/185,0,1/37,0,1/37,14/185,0,0,24/185,24/185,0,0,14/185,0,7/37,0,0,32/185,0,0,0,0",152373,9,152373,9,44,True,T_pd_dbl,572/185,3.091892
32,96,"1/37,0,1/37,0,32/185,0,0,24/185,0,32/185,14/185,0,7/37,0,14/185,0,0,24/185,0,0,0,0",153237,9,153237,9,44,True,T_pd_dbl,572/185,3.091892
32,97,"7/37,0,14/185,0,0,24/185,0,0,32/185,14/185,1/37,0,1/37,0,32/185,0,0,24/185,0,0,0,0",153381,9,153381,9,44,True,T_pd_dbl,572/185,3.091892
32,98,"32/185,14/185,0,0,1/37,14/185,0,0,24/185,24/185,0,0,0,1/37,7/37,0,0,32/185,0,0,0,0",156467,9,156467,9,44,True,T_pd_dbl,572/185,3.091892
32,99,"1/37,7/37,0,0,32/185,0,0,24/185,0,32/185,14/185,0,0,1/37,14/185,0,0,24/185,0,0,0,0",157331,9,157331,9,44,True,T_pd_dbl,572/185,3.091892
32,100,"7/37,1/37,0,0,0,24/185,0,0,32/185,14/185,1/37,0,0,14/185,32/185,0,0,24/185,0,0,0,0",157475,9,157475,9,44,True,T_pd_dbl,572/185,3.091892
32,101,"24/185,0,32/185,14/185,0,7/37,0,14/185,32/185,0,24/185,0,0,0,0,1/37,0,1/37,0,0,0,0",165293,9,165293,9,22,True,T_pd_dbl,572/185,3.091892
32,102,"1/37,7/37,1/37,14/185,0,0,0,24/185,0,32/185,14/185,0,0,0,0,32/185,0,24/185,0,0,0,0",165519,9,165519,9,44,True,T_pd_dbl,572/185,3.091892
32,103,"32/185,0,1/37,7/37,0,14/185,0,0,24/185,24/185,0,0,14/185,0,0,1/37,0,32/185,0,0,0,0",168749,9,168749,9,44,True,T_pd_dbl,572/185,3.091892
32,104,"1/37,0,1/37,14/185,0,0,0,24/185,0,32/185,14/185,0,7/37,0,0,32/185,0,24/185,0,0,0,0",169613,9,169613,9,44,True,T_pd_dbl,572/185,3.091892
32,105,"32/185,14/185,0,7/37,0,14/185,0,0,24/185,24/185,0,0,0,1/37,0,1/37,0,32/185,0,0,0,0",172843,9,172843,9,44,True,T_pd_dbl,572/185,3.091892
32,106,"1/37,7/37,0,14/185,0,0,0,24/185,0,32/185,14/185,0,0,1/37,0,32/185,0,24/185,0,0,0,0",173707,9,173707,9,44,True,T_pd_dbl,572/185,3.091892
32,107,"32/185,14/185,1/37,0,0,14/185,0,0,24/185,24/185,0,0,0,0,7/37,1/37,0,32/185,0,0,0,0",181031,9,181031,9,44,True,T_pd_dbl,572/185,3.091892
32,108,"24/185,24/185,0,0,0,1/37,0,1/37,14/185,32/185,0,0,0,0,32/185,14/185,0,7/37,0,0,0,0",181155,9,181155,9,44,True,T_pd_dbl,572/185,3.091892
32,109,"1/37,7/37,1/37,0,0,0,0,24/185,0,32/185,14/185,0,0,0,14/185,32/185,0,24/185,0,0,0,0",181895,9,181895,9,22,True,T_pd_dbl,572/185,3.091892
32,110,"32/185,14/185,0,0,0,14/185,0,0,24/185,24/185,0,0,0,1/37,7/37,1/37,0,32/185,0,0,0,0",189219,9,189219,9,44,True,T_pd_dbl,572/185,3.091892
32,111,"32/185,14/185,0,7/37,1/37,0,0,0,24/185,24/185,0,0,0,1/37,0,0,14/185,32/185,0,0,0,0",205595,9,205595,9,44,True,T_pd_dbl,572/185,3.091892
32,112,"14/185,1/37,7/37,0,14/185,32/185,0,0,24/185,0,32/185,0,0,0,1/37,0,0,0,24/185,0,0,0",279863,9,279863,9,44,True,T_pd_dbl,572/185,3.091892
32,113,"24/185,0,32/185,0,1/37,7/37,1/37,0,32/185,0,24/185,0,0,0,14/185,0,0,0,14/185,0,0,0",279925,9,279925,9,22,True,T_pd_dbl,572/185,3.091892
32,114,"1/37,7/37,1/37,0,32/185,0,24/185,0,0,32/185,14/185,0,0,0,14/185,0,0,0,24/185,0,0,0",280151,9,280151,9,44,True,T_pd_dbl,572/185,3.091892
32,115,"14/185,0,7/37,0,14/185,32/185,0,0,24/185,0,32/185,0,1/37,0,1/37,0,0,0,24/185,0,0,0",283957,9,283957,9,44,True,T_pd_dbl,572/185,3.091892
32,116,"14/185,1/37,0,0,14/185,32/185,0,0,24/185,0,32/185,0,0,7/37,1/37,0,0,0,24/185,0,0,0",288051,9,288051,9,44,True,T_pd_dbl,572/185,3.091892
32,117,"24/185,0,0,32/185,0,1/37,7/37,0,14/185,32/185,0,0,24/185,0,0,14/185,0,0,1/37,0,0,0",299881,9,299881,9,44,True,T_pd_dbl,572/185,3.091892
32,118,"14/185,0,7/37,1/37,0,32/185,0,0,24/185,0,32/185,0,1/37,0,0,14/185,0,0,24/185,0,0,0",300333,9,300333,9,44,True,T_pd_dbl,572/185,3.091892
32,119,"1/37,0,1/37,14/185,0,0,24/185,0,0,32/185,14/185,0,7/37,0,0,32/185,0,0,24/185,0,0,0",300621,9,300621,9,44,True,T_pd_dbl,572/185,3.091892
32,120,"1/37,0,32/185,0,0,24/185,0,0,14/185,1/37,7/37,0,14/185,0,0,24/185,0,0,32/185,0,0,0",300837,9,300837,9,44,True,T_pd_dbl,572/185,3.091892
32,121,"14/185,0,0,24/185,0,0,32/185,0,1/37,7/37,1/37,0,32/185,0,0,24/185,0,0,14/185,0,0,0",300873,9,300873,9,22,True,T_pd_dbl,572/185,3.091892
32,122,"14/185,1/37,0,1/37,0,32/185,0,0,24/185,0,32/185,0,0,7/37,0,14/185,0,0,24/185,0,0,0",304427,9,304427,9,44,True,T_pd_dbl,572/185,3.091892
32,123,"24/185,0,0,14/185,0,7/37,1/37,0,32/185,0,24/185,0,0,32/185,0,1/37,0,0,14/185,0,0,0",304489,9,304489,9,44,True,T_pd_dbl,572/185,3.091892
32,124,"1/37,7/37,0,14/185,0,0,24/185,0,0,32/185,14/185,0,0,1/37,0,32/185,0,0,24/185,0,0,0",304715,9,304715,9,44,True,T_pd_dbl,572/185,3.091892
32,125,"1/37,14/185,0,0,0,24/185,0,0,14/185,1/37,7/37,0,0,32/185,0,24/185,0,0,32/185,0,0,0",304931,9,304931,9,44,True,T_pd_dbl,572/185,3.091892
32,126,"14/185,1/37,7/37,0,0,32/185,0,0,24/185,0,32/185,0,0,0,1/37,14/185,0,0,24/185,0,0,0",312615,9,312615,9,44,True,T_pd_dbl,572/185,3.091892
32,127,"24/185,0,32/185,0,0,7/37,1/37,0,32/185,0,24/185,0,0,0,14/185,1/37,0,0,14/185,0,0,0",312677,9,312677,9,44,True,T_pd_dbl,572/185,3.091892
32,128,"1/37,7/37,1/37,0,0,0,24/185,0,0,32/185,14/185,0,0,0,14/185,32/185,0,0,24/185,0,0,0",312903,9,312903,9,22,True,T_pd_dbl,572/185,3.091892
32,129,"14/185,0,7/37,0,0,32/185,0,0,24/185,0,32/185,0,1/37,0,1/37,14/185,0,0,24/185,0,0,0",316709,9,316709,9,44,True,T_pd_dbl,572/185,3.091892
32,130,"1/37,0,1/37,0,0,0,24/185,0,0,32/185,14/185,0,7/37,0,14/185,32/185,0,0,24/185,0,0,0",316997,9,316997,9,22,True,T_pd_dbl,572/185,3.091892
32,131,"14/185,0,7/37,1/37,14/185,0,0,0,24/185,0,32/185,0,1/37,0,0,0,32/185,0,24/185,0,0,0",333085,9,333085,9,44,True,T_pd_dbl,572/185,3.091892
32,132,"14/185,1/37,0,1/37,14/185,0,0,0,24/185,0,32/185,0,0,7/37,0,0,32/185,0,24/185,0,0,0",337179,9,337179,9,22,True,T_pd_dbl,572/185,3.091892
32,133,"24/185,0,32/185,0,1/37,0,1/37,0,32/185,0,24/185,0,0,0,14/185,0,7/37,0,14/185,0,0,0",345429,9,345429,9,22,True,T_pd_dbl,572/185,3.091892
32,134,"14/185,1/37,0,1/37,14/185,0,0,24/185,0,0,32/185,0,0,7/37,0,0,32/185,0,0,24/185,0,0",599195,9,599195,9,22,True,T_pd_dbl,572/185,3.091892
32,135,"7/37,1/37,0,32/185,0,0,24/185,0,0,14/185,1/37,0,0,14/185,0,0,24/185,0,0,32/185,0,0",599627,9,599627,9,44,True,T_pd_dbl,572/185,3.091892
32,136,"32/185,0,1/37,0,1/37,0,32/185,0,0,24/185,0,0,14/185,0,7/37,0,14/185,0,0,24/185,0,0",610901,9,610901,9,22,True,T_pd_dbl,572/185,3.091892
32,137,"1/24,1/6,0,1/6,1/24,0,5/24,1/24,1/24,5/24,0,1/24,0,0,0,1/24,0,0,0,0,0,0",35803,10,2207743,16,44,False,F_not_part_copos,37/12,3.083333
32,138,"1/24,0,0,1/6,1/24,0,5/24,1/24,1/24,5/24,0,1/24,1/6,0,0,1/24,0,0,0,0,0,0",39897,10,2211837,16,22,False,F_not_part_copos,37/12,3.083333
32,139,"1/24,1/6,0,0,1/24,0,5/24,1/24,1/24,5/24,0,1/24,0,0,1/6,1/24,0,0,0,0,0,0",52179,10,2224119,16,22,False,F_not_part_copos,37/12,3.083333
32,140,"5/24,0,1/24,1/6,0,1/6,1/24,0,5/24,1/24,1/24,0,0,1/24,0,0,0,1/24,0,0,0,0",141165,10,440319,16,44,False,F_not_part_copos,37/12,3.083333
32,141,"5/24,0,1/24,0,0,1/6,1/24,0,5/24,1/24,1/24,0,0,1/24,1/6,0,0,1/24,0,0,0,0",157541,10,456695,16,44,False,F_not_part_copos,37/12,3.083333
32,142,"1/24,1/6,0,1/6,1/24,0,0,1/24,1/24,5/24,0,1/24,0,0,0,1/24,0,5/24,0,0,0,0",166811,10,2338751,16,44,False,F_not_part_copos,37/12,3.083333
32,143,"1/24,1/6,0,0,1/24,0,0,1/24,1/24,5/24,0,1/24,0,0,1/6,1/24,0,5/24,0,0,0,0",183187,10,2355127,16,44,False,F_not_part_copos,37/12,3.083333
32,144,"1/24,5/24,0,1/24,1/6,0,1/6,1/24,0,5/24,1/24,0,0,0,1/24,0,0,0,1/24,0,0,0",280283,10,878591,16,22,False,F_not_part_copos,37/12,3.083333
32,145,"1/24,0,5/24,0,1/24,5/24,0,1/24,1/6,0,1/6,1/24,0,0,1/24,0,0,0,1/24,0,0,0",282037,10,1466359,16,44,False,F_not_part_copos,37/12,3.083333
32,146,"1/24,1/6,0,1/6,1/24,0,5/24,0,1/24,5/24,0,1/24,0,0,0,1/24,0,0,1/24,0,0,0",297819,10,2469759,16,44,False,F_not_part_copos,37/12,3.083333
32,147,"1/24,0,0,1/6,1/24,0,5/24,0,1/24,5/24,0,1/24,1/6,0,0,1/24,0,0,1/24,0,0,0",301913,10,2473853,16,44,False,F_not_part_copos,37/12,3.083333
32,148,"1/24,0,0,1/24,0,5/24,0,1/24,1/6,0,1/6,1/24,0,5/24,0,1/24,0,0,1/24,0,0,0",306601,10,1490923,16,22,False,F_not_part_copos,37/12,3.083333
32,149,"1/24,5/24,0,1/24,0,0,1/6,1/24,0,5/24,1/24,0,0,0,1/24,1/6,0,0,1/24,0,0,0",313035,10,911343,16,44,False,F_not_part_copos,37/12,3.083333
32,150,"1/24,1/6,0,0,1/24,0,5/24,0,1/24,5/24,0,1/24,0,0,1/6,1/24,0,0,1/24,0,0,0",314195,10,2486135,16,44,False,F_not_part_copos,37/12,3.083333
32,151,"1/24,0,5/24,0,0,5/24,0,1/24,1/6,0,1/6,1/24,0,0,1/24,1/24,0,0,1/24,0,0,0",314789,10,1499111,16,44,False,F_not_part_copos,37/12,3.083333
32,152,"1/24,0,5/24,0,1/24,0,0,1/24,1/6,0,1/6,1/24,0,0,1/24,0,5/24,0,1/24,0,0,0",347541,10,1531863,16,22,False,F_not_part_copos,37/12,3.083333
32,153,"1/24,0,5/24,1/24,0,0,0,1/24,1/6,0,1/6,1/24,0,0,0,1/24,5/24,0,1/24,0,0,0",363917,10,1548239,16,22,False,F_not_part_copos,37/12,3.083333
32,154,"1/6,1/24,0,0,1/24,0,5/24,0,1/24,1/6,0,0,1/24,0,5/24,0,1/24,0,0,1/24,0,0",611155,10,2979799,16,44,False,F_not_part_copos,37/12,3.083333
32,155,"1/6,1/24,0,5/24,0,0,5/24,0,1/24,1/6,0,0,1/24,0,0,1/24,1/24,0,0,1/24,0,0",627531,10,2996175,16,22,False,F_not_part_copos,37/12,3.083333
32,156,"1/6,1/24,0,0,1/24,1/24,0,0,1/24,1/6,0,0,1/24,0,5/24,0,0,5/24,0,1/24,0,0",676659,10,3045303,16,22,False,F_not_part_copos,37/12,3.083333
33,1,"1445690736399582631974961/86374964429730355115279887,5058222672123591432674017/86374964429730355115279887,9212998527193282544264191/86374964429730355115279887,11807356670544016083887473/86374964429730355115279887,9212998527193282544264191/86374964429730355115279887,5058222672123591432674017/86374964429730355115279887,1445690736399582631974961/86374964429730355115279887,0,0,0,0,0,3380529555302932620601598/86374964429730355115279887,7557216361898147678465770/86374964429730355115279887,10629146026675632607715670/86374964429730355115279887,10629146026675632607715670/86374964429730355115279887,7557216361898147678465770/86374964429730355115279887,3380529555302932620601598/86374964429730355115279887,0,0,0,0,0",258175,13,258175,13,23,True,T_pd_dbl,1717223994600210106243961965568/86374964429730355115279887,19881.038515
33,2,"792958458076382462978101375594681504144312569472/30233468592796649692035439786891004155220886755177,320432756237736318754626124789998955919445087252/4319066941828092813147919969555857736460126679311,3307222917200910181914240636622644740913547674748/30233468592796649692035439786891004155220886755177,591013868617532347369467768138933922607103483180/4319066941828092813147919969555857736460126679311,3119320466882924412953999404443707478388166150568/30233468592796649692035439786891004155220886755177,1338746748060845841584909952934912948017394807144/30233468592796649692035439786891004155220886755177,0,0,281588532877073256227521255913370456779334613153/30233468592796649692035439786891004155220886755177,0,0,0,1389517785199092463952768237374390235689972153680/30233468592796649692035439786891004155220886755177,3157015569528203655440092162686839624717552078764/30233468592796649692035439786891004155220886755177,4122516109100803176912731200539456386418482442788/30233468592796649692035439786891004155220886755177,484157219173637259828263860562516634427464669564/4319066941828092813147919969555857736460126679311,1954255204014628733303720802007175608805481384696/30233468592796649692035439786891004155220886755177,1001099893653444025100850484333678580668550200192/30233468592796649692035439786891004155220886755177,0,0,0,0,0",258367,13,258367,13,46,True,T_pd_dbl,601072822168667140797300209627201952289821684738682080/30233468592796649692035439786891004155220886755177,19881.040785
33,3,"645568646356850754072972621246573278473782615980/6711599773245683290541446623466343750178228412713,309400617397995117543489565224727594498528115672/2237199924415227763513815541155447916726076137571,260272895238171124583589205410491292963113198432/2237199924415227763513815541155447916726076137571,149777207388248135489040207481769533888483597756/6711599773245683290541446623466343750178228412713,397116216158688654769136491635547716554450734922/6711599773245683290541446623466343750178228412713,273623397018014162851618445816465952611902301347/6711599773245683290541446623466343750178228412713,0,45539007063373476721107329470134629391554456870/2237199924415227763513815541155447916726076137571,0,0,0,187147192211296384114955076094096202469719900970/2237199924415227763513815541155447916726076137571,162220336980442821751266312915890365044783676338/2237199924415227763513815541155447916726076137571,695831489581131687750952016711171391195349420654/6711599773245683290541446623466343750178228412713,913879833569040338723154548603216143366317710666/6711599773245683290541446623466343750178228412713,342303293458801124092321887907735460352304652830/6711599773245683290541446623466343750178228412713,0,0,399759543041071658649027936717844020632539333712/6711599773245683290541446623466343750178228412713,0,0,0,0",325823,13,325823,13,46,True,T_pd_dbl,133433558208292351115582912752520202623930241096029800/6711599773245683290541446623466343750178228412713,19881.036223
33,4,"18481399008954881650406219578650600630754197237/209123687732901740374811676405084755792867459647,29345486871948256952181456472609420534146048530/209123687732901740374811676405084755792867459647,23513753458352876358742313541282265358373547783/209123687732901740374811676405084755792867459647,0,13245053087585469631962372302928090991976064473/209123687732901740374811676405084755792867459647,12593564553642210721886403499029095463719614070/209123687732901740374811676405084755792867459647,4993821232626442135994222582892482976768822829/418247375465803480749623352810169511585734919294,5694093419632747831284487076228957565820766965/418247375465803480749623352810169511585734919294,0,0,0,19966430631277823524535795206096266757934327480/209123687732901740374811676405084755792867459647,12821122761709457721676081737911241871401026095/209123687732901740374811676405084755792867459647,17603214253938381569438125940620749334294424960/209123687732901740374811676405084755792867459647,27268788707954738155113360023061580729893917271/209123687732901740374811676405084755792867459647,13413895838071296684203076403282462857661180011/209123687732901740374811676405084755792867459647,0,0,15527021233336752421027116870052260991418316840/209123687732901740374811676405084755792867459647,0,0,0,0",325879,13,325879,13,46,True,T_pd_dbl,4157595333901744555729805853214723563605048110634279/209123687732901740374811676405084755792867459647,19881.034898
33,5,"53897649233872981857515903473235722645526625491/783518377180372375423118785263601040348323908219,107377883545668688359810994852557855849704938514/783518377180372375423118785263601040348323908219,91517088889387466343420429001242173433671722877/783518377180372375423118785263601040348323908219,2763201819058210904537489360867723518757585496/87057597464485819491457642807066782260924878691,58185209649214460640071872253902006753005379603/783518377180372375423118785263601040348323908219,43029429936977437532820848086136235558112429229/783518377180372375423118785263601040348323908219,0,0,1829418261767099876012551569477821058602029275/174115194928971638982915285614133564521849757382,0,0,19045262416946682770974961622561641448287992403/261172792393457458474372928421200346782774636073,44098091295915489099451151194340990918200898290/783518377180372375423118785263601040348323908219,72884634413251243605077237403367454383104240583/783518377180372375423118785263601040348323908219,37212929545591801128206607830279209552137941458/261172792393457458474372928421200346782774636073,7404212452439112180089959022163154847317549789/87057597464485819491457642807066782260924878691,0,0,88029407414082598167404246260735895494669045493/1567036754360744750846237570527202080696647816438,0,0,0,0",325951,13,325951,13,46,True,T_pd_dbl,15577155512476263009460186201514239563364605841380935/783518377180372375423118785263601040348323908219,19881.034021
33,6,"17372795163069028639181980819860426688154350330/169765164472787385619836902382473941563517523671,21264514146812998549362668261481224257399927030/169765164472787385619836902382473941563517523671,17292959104255910069002468682648288050542060466/169765164472787385619836902382473941563517523671,0,26223455049745945251774367317766450631147129315/339530328945574771239673804764947883127035047342,40140187263649622671627238098878163733248299453/679060657891149542479347609529895766254070094684,0,5963266100166390436740792629397161078637129613/339530328945574771239673804764947883127035047342,0,11905084547973932687572463066455318189449146989/679060657891149542479347609529895766254070094684,0,29170432573626293483615149077901808558885511557/339530328945574771239673804764947883127035047342,17158651348971451671449297061034818074885430711/339530328945574771239673804764947883127035047342,30951269036065471711989098616634010141174775637/339530328945574771239673804764947883127035047342,47551733211381737115041166263028728641178454763/339530328945574771239673804764947883127035047342,16256940241663570690489979392545693460219819339/339530328945574771239673804764947883127035047342,0,0,14185704324933129341939934147996296793682698767/169765164472787385619836902382473941563517523671,0,0,0,0",326327,13,326327,13,46,True,T_pd_dbl,3375107187529216265579303615001027438617886003733817/169765164472787385619836902382473941563517523671,19881.035064
33,7,"58175645102937248647964899298849552559344130057/708715962726945371530108792533463161092722350557,84839284016632259447986800541789082474885118170/708715962726945371530108792533463161092722350557,68913913886935923566115124606520726165490173263/708715962726945371530108792533463161092722350557,0,67894667892430258577964683232702267098693299607/708715962726945371530108792533463161092722350557,54559958775857134169281287692166308796416848638/708715962726945371530108792533463161092722350557,0,0,12195242822947163260606468428052380040971127543/1417431925453890743060217585066926322185444701114,16732410044883803817451748133053861194865589316/708715962726945371530108792533463161092722350557,0,55219030831704073295796024445631482973896310577/708715962726945371530108792533463161092722350557,21044486218117623363082294774621020048678449888/708715962726945371530108792533463161092722350557,55383772120171918072792225599840661978546456543/708715962726945371530108792533463161092722350557,103862219449451655185189675092038677833561064956/708715962726945371530108792533463161092722350557,52856816982828139999061148070611556256222574261/708715962726945371530108792533463161092722350557,0,0,126272271987043503514239293663223547383273543019/1417431925453890743060217585066926322185444701114,0,0,0,0",326455,13,326455,13,46,True,T_pd_dbl,14090007354860403328376197452791673111645860861929161/708715962726945371530108792533463161092722350557,19881.035698
33,8,"130661013531998657486672210256087351601528105178/1581776060704499002328757520702705156828861380659,5192913589439196221513052331083935509284602962/36785489783825558193692035365179189693694450713,3995319324867294212370230006759458583811517190/36785489783825558193692035365179189693694450713,39781000747241130661208077675827299526800917906/1581776060704499002328757520702705156828861380659,114677220865292759075559842193631700850628946362/1581776060704499002328757520702705156828861380659,91729097005975633673431653199632711700890072780/1581776060704499002328757520702705156828861380659,0,0,0,0,19122799635084175641556793234340965404819478485/1581776060704499002328757520702705156828861380659,125466432181005619319899272938782792799120845302/1581776060704499002328757520702705156828861380659,87987274177888451800656561491273515598879036756/1581776060704499002328757520702705156828861380659,142825648139601902397870326929201073213984530040/1581776060704499002328757520702705156828861380659,227443498009757481139856615301120556250820575336/1581776060704499002328757520702705156828861380659,123923326874285828705573648210798661677524788308/1581776060704499002328757520702705156828861380659,0,0,83064734221188273769491378744742582200730917670/1581776060704499002328757520702705156828861380659,0,0,0,0",326719,13,326719,13,46,True,T_pd_dbl,31447345366999961307235184098555521312578055811639320/1581776060704499002328757520702705156828861380659,19881.03509
33,9,"1421164932356716044816974282807051870684999469580/17983910545125229045689552034432800232131555347881,2559816005589615567603157459839778988837107213704/17983910545125229045689552034432800232131555347881,1926938881913142122970318982378302871585235526472/17983910545125229045689552034432800232131555347881,0,1298876322522653372835991017052209726984202196650/17983910545125229045689552034432800232131555347881,1310383992275822538645014920037504036025895597451/17983910545125229045689552034432800232131555347881,232395631936367301639229199653604959131919303306/17983910545125229045689552034432800232131555347881,0,0,0,140076360125684801057896562391701095950511477602/17983910545125229045689552034432800232131555347881,1684415639516226293982756462749851246813086766940/17983910545125229045689552034432800232131555347881,891213748221631282636218095631310524050244938952/17983910545125229045689552034432800232131555347881,1330563361464604291643435039944336287098015293756/17983910545125229045689552034432800232131555347881,2424511564288587177280777802311260763168080317088/17983910545125229045689552034432800232131555347881,1488467559864746526614465270066894466468526834970/17983910545125229045689552034432800232131555347881,0,0,1275086545049431723963316939568993395333730411410/17983910545125229045689552034432800232131555347881,0,0,0,0",326775,13,326775,13,46,True,T_pd_dbl,357538772537103549320683421510951203654643983165112368/17983910545125229045689552034432800232131555347881,19881.035976
33,10,"181822155222489922962147568462381331541773863546/1987345556202195517010774214111740521248159717609,250958155081909473570312885585074009111708516870/1987345556202195517010774214111740521248159717609,186267722488971388513611539445305109349957000366/1987345556202195517010774214111740521248159717609,0,179844883855865098873530756770704028031981761686/1987345556202195517010774214111740521248159717609,150442335830415260311002419488400732729434796146/1987345556202195517010774214111740521248159717609,0,0,0,38629324690172082757059283823322874002276344047/1987345556202195517010774214111740521248159717609,20434977635614967608149156135124320019606029080/1987345556202195517010774214111740521248159717609,54636214227219054534640290488067879079187527937/662448518734065172336924738037246840416053239203,67238588453661174604917661172969864853808380635/1987345556202195517010774214111740521248159717609,51972331209892063000545421119612233058401052435/662448518734065172336924738037246840416053239203,292025210418796328527357185742380004103119603865/1987345556202195517010774214111740521248159717609,140556691166513561033556647773973875423112149562/1987345556202195517010774214111740521248159717609,0,0,53099958348817635214523991629688011889538510230/662448518734065172336924738037246840416053239203,0,0,0,0",327223,13,327223,13,46,True,T_pd_dbl,39510488853619065547209960101467925253225588731113996/1987345556202195517010774214111740521248159717609,19881.036154
33,11,"2774063059030491840726649627716891773562135295928/27834442737406564183726116266496426380246470800609,704893978198941652102733039960799758880593599702/9278147579135521394575372088832142126748823600203,51394971759915675686892155297942668672076736274/3976348962486652026246588038070918054320924400087,0,3822383403107239480939532786669402408378546845975/27834442737406564183726116266496426380246470800609,716304895804256878985447037867263670334257397070/9278147579135521394575372088832142126748823600203,0,1554381220479703305449324127931354001885264758576/27834442737406564183726116266496426380246470800609,374997258813284228137201489601818793728875605488/9278147579135521394575372088832142126748823600203,213640667331831302721684792283214952674945192586/9278147579135521394575372088832142126748823600203,0,1213282399843190857628056056331436814382853405200/27834442737406564183726116266496426380246470800609,0,2405754201855644646089054362854487631683846782364/27834442737406564183726116266496426380246470800609,3637126789255916856589477812342160167048360512440/27834442737406564183726116266496426380246470800609,0,0,2375459673395230613292862798582878757739557174594/27834442737406564183726116266496426380246470800609,1220905595891598222453904842614308206001784495692/9278147579135521394575372088832142126748823600203,0,0,0,0",420791,13,420791,13,46,True,T_pd_dbl,553377657612992032129372032671014542960713203146750584/27834442737406564183726116266496426380246470800609,19881.039575
33,12,"35371987061478685780185840189066460992653740476/421591487192193523420122754214683426060408189675,6156140286908323225417944008743110591104879368/84318297438438704684024550842936685212081637935,0,1451213840280603754297074848073807342488494266/60227355313170503345731822030669060865772598525,60485907758820513774239108421583563204712438881/421591487192193523420122754214683426060408189675,29582567398400630300414224145925845868574011302/421591487192193523420122754214683426060408189675,0,5320806008268385416338443379960281809092651032/84318297438438704684024550842936685212081637935,4727353719530176447375203045276089883250815056/84318297438438704684024550842936685212081637935,693536106550968934036074461557785593263273418/84318297438438704684024550842936685212081637935,0,10612758585652125457156143540273887049361634932/421591487192193523420122754214683426060408189675,0,39281470576014534602752661008408921566018178692/421591487192193523420122754214683426060408189675,10652174281254725302190584080612312230960638222/84318297438438704684024550842936685212081637935,0,0,46767917787371857453804497201821328061578898702/421591487192193523420122754214683426060408189675,51580329129928053144699510890338867381728541348/421591487192193523420122754214683426060408189675,0,0,0,0",420795,13,420795,13,46,True,T_pd_dbl,8381677083966319356435465702802776420566915453955856/421591487192193523420122754214683426060408189675,19881.039676
